orf_id,Essential,upstream_size,downstream_size,paralagous_count,PI,CAI,ASP,GLN,GLU,LYS,MET,FOP_score,Gravy_score,aromaticity_score
YNR054C,Y,4119,243,0,8.34,179,23,18,37,44,5,498,-1.16804,0.060127
YNR055C,N,1430,4119,0,5.56,191,23,17,24,20,16,553,0.204437,0.145051
YNR056C,N,52,1430,1,7.24,152,15,11,20,20,16,497,0.59893,0.139037
YNR057C,N,221,52,0,4.9,0.11,11,16,17,12,5,423,-0.185232,0.067511
YNR058W,N,221,1069,2,6.41,158,25,22,28,33,14,492,-0.134167,0.089583
YNR059W,N,1069,1405,3,8.63,115,30,25,39,46,7,406,-0.352242,0.132759
YNR060W,N,1405,770,5,9.96,144,18,17,37,45,16,457,0.043811,0.140473
YNR061C,N,819,770,0,4.59,151,11,5,16,9,4,463,0.337899,0.086758
YNR062C,N,1599,819,0,10.15,98,7,7,10,20,12,404,0.745871,0.119266
YNR063W,N,1599,369,0,6.51,119,34,19,42,42,9,415,-0.230642,0.092257
YNR064C,N,341,369,0,4.84,158,19,11,15,13,4,475,-0.00138,0.141379
YNR065C,N,24,341,0,4.78,161,89,28,86,78,12,458,-0.47966,0.113799
YNR066C,N,710,24,0,4.79,138,36,13,27,26,4,409,-0.355275,0.110092
YNR067C,N,967,710,0,4.21,155,55,44,51,31,22,474,-0.165801,0.102059
YNR068C,N,237,967,0,9.98,125,13,7,19,26,5,408,-0.481618,0.0625
YNR069C,N,2782,237,0,5.6,109,28,15,39,32,10,0.41,-0.590797,0.092025
YNR070W,N,2782,1063,17,7.91,168,43,54,75,75,40,482,-0.03841,0.125281
YNR071C,N,1188,1063,1,6.71,227,22,11,18,27,6,555,-0.416374,0.081871
YNR072W,N,1188,440,22,6.95,201,21,14,28,29,16,548,0.32305,0.138298
YNR073C,N,1301,440,1,6.09,256,33,11,33,36,20,586,-0.21255,0.087649
YNR075W,N,1177,470,10,7.48,129,18,15,24,24,7,435,-0.167112,0.144385
YOL001W,N,884,701,0,9.66,104,19,9,11,22,3,372,-0.423549,0.085324
YOL002C,N,884,416,1,9.07,125,9,5,14,20,5,416,0.435016,0.148265
YOL003C,N,416,309,0,8.2,123,17,12,17,19,8,404,-0.273016,0.150794
YOL004W,N,762,309,0,5.42,0.15,96,116,120,105,24,455,-0.74349,0.080729
YOL005C,Y,762,425,0,5.32,0.15,9,2,10,11,1,508,-0.364167,0.1
YOL006C,N,425,710,0,9.38,192,51,39,84,108,7,491,-0.957607,0.087126
YOL007C,N,710,406,0,7.75,142,18,11,12,21,4,455,-0.503519,0.076246
YOL008W,N,172,406,0,10.73,111,6,4,9,16,6,395,-0.069082,0.10628
YOL010W,Y,528,282,0,9.41,162,15,9,24,29,8,501,-0.025613,0.070845
YOL011W,N,1365,528,3,4.7,162,43,21,27,26,14,475,-0.176385,0.103499
YOL012C,N,1365,543,2,11.41,0.17,5,3,5,16,1,496,-0.348507,0.029851
YOL013C,N,543,141,0,5.51,114,36,27,27,27,14,0.4,-0.085118,0.099819
YOL014W,N,854,979,0,6.72,117,5,2,4,4,6,383,0.020161,0.153226
YOL015W,N,957,854,0,10.52,146,22,13,33,48,9,451,-0.502901,0.102389
YOL016C,N,957,103,11,5.92,164,33,15,36,40,7,482,-0.422819,0.073826
YOL017W,N,454,103,1,6.88,129,50,20,54,57,15,0.41,-0.640616,0.086835
YOL018C,N,454,327,0,4.98,123,37,19,34,29,9,397,-0.716373,0.06801
YOL019W,N,325,327,0,6.33,136,28,25,22,22,11,458,-0.436842,0.092559
YOL020W,N,745,469,16,8.27,141,21,15,21,30,11,482,0.435642,125
YOL021C,Y,745,922,1,6.63,178,80,32,59,62,22,493,-0.364036,0.076923
YOL022C,Y,922,185,0,4.62,164,38,16,33,39,10,446,-0.626471,0.080882
YOL024W,N,146,451,0,7.94,111,11,9,11,15,7,327,-0.465698,0.104651
YOL025W,N,603,146,0,4.44,127,55,29,47,33,15,423,-0.173485,0.077273
YOL028C,N,632,212,0,10.53,116,14,15,18,29,5,424,-1.16612,0.032653
YOL029C,N,212,173,0,7.98,128,11,13,12,21,5,431,-0.786567,0.039801
YOL030W,N,657,173,4,4.3,271,33,14,24,21,8,0.61,-0.337397,0.097107
YOL031C,N,657,94,0,5.32,153,30,14,32,28,9,458,-0.454632,0.073634
YOL032W,N,343,94,0,5.01,91,15,12,13,15,5,0.34,-0.291464,0.089431
YOL034W,Y,894,270,0,8.44,164,74,55,98,116,24,0.47,-0.636139,0.062214
YOL036W,N,643,894,0,9.95,115,38,28,49,47,12,422,-0.780683,0.039422
YOL038W,Y,315,643,5,7.37,156,13,16,22,19,1,532,-0.527953,0.062992
YOL039W,N,719,308,0,3.77,804,8,0,16,7,2,894,-0.10566,0.037736
YOL040C,Y,719,502,0,11.45,769,2,2,9,12,8,858,-0.341549,0.077465
YOL041C,N,502,350,0,10.22,216,29,13,47,70,4,511,-0.948584,0.056645
YOL042W,N,290,350,0,8.33,128,26,13,15,30,9,417,-0.273278,0.126722
YOL043C,N,290,90,1,8.51,118,22,9,29,35,10,424,-0.384211,0.076316
YOL044W,N,347,90,0,8.42,108,23,15,21,38,11,386,-0.050914,0.073107
YOL045W,N,749,347,6,5.57,151,83,24,75,89,23,437,-0.319255,0.077203
YOL047C,N,749,303,0,9.1,93,10,10,14,17,8,404,0.288764,0.168539
YOL048C,N,303,109,0,10.66,127,7,14,15,26,6,433,0.228655,0.134503
YOL049W,N,433,109,0,5.41,153,30,22,37,42,5,448,-0.465988,0.10387
YOL051W,N,1303,433,0,10.61,161,34,173,37,77,33,506,-0.86975,0.039778
YOL052C,N,1303,690,0,5.4,182,28,14,30,35,9,543,-0.460606,0.133838
YOL053W,N,250,297,0,10.16,104,22,20,23,38,5,409,-0.565316,0.091139
YOL054W,N,2538,250,0,4.09,137,62,11,53,19,7,396,-1.22192,0.064039
YOL055C,N,2538,240,2,6.1,256,25,14,44,45,10,579,-0.190744,0.088929
YOL056W,N,365,240,2,6.04,162,17,15,28,23,6,486,-0.665017,0.079208
YOL057W,N,293,365,0,6.23,173,38,32,52,56,14,482,-0.342757,0.109705
YOL058W,N,761,293,0,5.48,403,32,16,27,33,7,694,-0.265952,0.088095
YOL061W,N,248,282,2,7.26,192,29,21,18,26,10,548,-0.15625,0.056452
YOL062C,N,248,254,1,8.36,136,30,10,24,32,13,469,-0.266395,0.089613
YOL063C,N,254,215,0,5.48,131,65,32,59,53,11,422,-0.371055,0.118077
YOL064C,N,215,217,0,6.14,0.2,28,12,19,25,3,516,-0.229972,0.072829
YOL065C,N,217,259,0,7.6,114,18,13,22,24,3,394,-0.270833,0.111979
YOL066C,Y,259,177,1,6.51,135,40,15,45,42,12,443,-0.611168,0.084602
YOL068C,N,105,70,2,8.58,133,33,18,25,48,14,409,-0.264414,0.091451
YOL069W,Y,216,70,0,4.35,139,33,38,52,38,13,452,-0.53592,0.068736
YOL070C,N,216,224,0,5.62,115,31,17,48,42,10,432,-0.908782,0.03992
YOL071W,N,169,224,0,9.5,149,12,6,12,19,4,477,-0.77963,0.104938
YOL072W,N,169,169,0,9,0.11,13,29,22,20,11,447,-0.128571,0.098901
YOL075C,N,289,243,22,7.03,126,60,42,69,69,36,0.43,0.04034,0.104328
YOL077C,Y,300,203,0,10,232,14,14,22,29,5,532,-0.626117,0.085911
YOL078W,Y,254,225,0,6.7,122,94,32,73,104,29,397,-0.845578,0.064626
YOL080C,N,254,248,0,10.65,159,9,5,25,40,8,468,-0.717301,0.062284
YOL081W,N,1095,248,2,7.04,139,157,97,179,179,79,445,-0.184476,0.097434
YOL082W,N,1774,1095,1,4.53,181,27,20,40,28,8,527,-0.651084,0.089157
YOL083W,N,382,1774,1,5.23,0.13,19,19,36,37,7,438,-0.375485,0.099515
YOL084W,N,1761,382,2,8.87,157,47,28,53,63,20,502,-0.113623,0.117053
YOL086C,N,1761,102,3,6.66,811,16,9,20,24,7,908,0.029598,0.077586
YOL087C,N,535,541,0,6.67,132,78,42,64,89,20,425,-0.561111,0.074373
YOL088C,N,541,421,0,6.51,174,18,9,24,24,4,0.48,-0.477256,0.101083
YOL089C,N,421,121,1,7.67,139,65,38,58,83,31,0.41,-0.424175,0.092233
YOL090W,N,218,121,5,6.02,177,58,35,78,85,19,481,-0.24056,0.069502
YOL091W,N,203,218,0,9.32,0.16,31,29,49,72,14,448,-0.877997,0.073892
YOL092W,N,507,203,1,4.61,155,14,13,12,9,8,491,0.397727,0.133117
YOL093W,N,259,507,0,10.03,122,18,10,29,34,8,445,-0.980887,0.075085
YOL094C,Y,259,236,2,9.84,152,19,16,16,26,11,461,-0.182662,0.04644
YOL097C,Y,281,121,0,6.79,286,35,22,28,44,8,594,-0.452083,0.115741
YOL098C,N,381,242,0,4.77,191,68,33,86,71,19,0.5,-0.310511,0.100289
YOL100W,N,1316,242,15,10.46,135,61,40,51,120,24,419,-0.744496,0.075856
YOL101C,N,1316,292,0,8.09,121,8,9,17,20,6,429,0.291666,0.166667
YOL102C,Y,292,166,0,9.98,112,11,11,14,20,5,429,-0.316957,0.043478
YOL103W,N,6546,166,22,8.25,172,22,23,25,32,15,515,0.222496,0.108374
YOL104C,N,6546,587,0,7.58,134,19,20,19,24,5,434,-0.232102,0.107955
YOL105C,N,587,1007,2,5.99,133,15,16,19,14,13,469,-0.236691,0.061151
YOL107W,N,215,1007,0,10.18,156,13,13,11,18,8,494,0.370175,0.134503
YOL108C,N,215,792,0,10.21,83,7,10,16,17,1,399,-0.836424,0.039735
YOL109W,N,407,792,0,5.24,583,3,11,20,20,1,795,-1.25929,0.017699
YOL110W,N,279,407,0,4.99,57,13,7,21,4,2,319,-0.305485,0.101266
YOL111C,N,279,69,0,10.01,171,10,12,14,26,3,478,-0.554245,0.051887
YOL112W,N,416,69,1,5.27,104,31,14,45,36,14,389,-0.506097,0.119919
YOL113W,N,400,416,8,9.25,112,39,27,44,61,14,0.39,-0.563969,0.083969
YOL114C,N,400,87,0,10.88,0.13,7,11,10,27,3,439,-0.70396,0.079208
YOL115W,N,517,87,1,5.26,148,49,12,54,54,2,419,-0.679966,0.077055
YOL116W,N,320,517,0,6.69,104,12,29,30,19,6,406,-0.874869,0.068063
YOL117W,N,1189,320,0,4.68,131,51,29,62,46,24,435,-0.366356,0.106977
YOL119C,N,1189,453,1,9.15,113,14,8,14,23,11,446,0.477445,0.125749
YOL120C,Y,453,544,1,12.24,812,6,4,5,19,2,897,-0.398925,0.05914
YOL121C,N,544,606,1,10.45,794,8,8,9,11,3,871,-0.546528,0.069444
YOL122C,N,606,243,2,6.57,175,22,15,30,26,15,496,0.404696,0.090435
YOL123W,Y,1086,243,0,5.36,243,45,48,26,34,24,0.54,-1.31498,0.074906
YOL124C,N,1086,191,0,7.97,142,26,18,31,32,11,438,-0.545959,0.122402
YOL125W,N,775,191,0,8.22,113,25,12,36,42,11,421,-0.492227,0.073529
YOL126C,N,775,596,2,7.29,186,21,17,15,19,10,523,0.053901,0.066194
YOL127W,Y,868,596,0,10.94,748,6,3,5,22,3,885,-0.353521,0.070423
YOL128C,N,868,237,13,7.55,107,20,15,24,28,10,387,-0.317067,112
YOL130W,Y,1042,580,2,6.68,145,50,33,56,50,22,457,-0.572061,0.075669
YOL131W,N,315,1042,0,5.04,98,7,8,11,7,2,0.41,-0.769445,0.055556
YOL132W,N,609,315,4,4.6,153,34,22,37,31,10,467,-0.377919,0.116773
YOL133W,Y,280,609,0,5.64,206,10,6,8,8,4,532,-0.595868,0.07438
YOL135C,Y,280,621,0,6.94,89,7,16,21,18,5,403,-0.76036,0.072072
YOL136C,N,621,446,0,5.47,173,26,12,23,22,4,471,-0.384635,0.118388
YOL137W,N,270,446,0,6.01,137,13,8,24,20,16,451,0.539638,0.138833
YOL138C,N,270,300,0,6.97,128,83,39,83,110,17,434,-0.664057,0.07308
YOL139C,Y,300,352,0,5.25,387,17,6,18,18,1,632,-0.588732,0.093897
YOL141W,N,171,220,0,7.02,136,42,28,40,52,17,0.45,-0.229065,0.097842
YOL143C,N,453,42,0,6.52,211,9,4,12,11,8,557,0.008284,0.065089
YOL144W,Y,309,42,0,5.81,138,41,19,51,55,10,417,-1.08988,0.092975
YOL146W,Y,220,106,0,5.02,109,13,3,15,16,6,368,-0.220619,0.092784
YOL147C,N,220,358,0,10.65,149,12,13,5,17,4,476,0.061017,0.110169
YOL148C,N,358,126,0,10.43,111,18,46,36,39,18,399,-0.942053,0.059603
YOL149W,Y,215,126,0,5.76,127,14,8,14,17,3,418,-0.559308,0.099567
YOL151W,N,1055,215,3,6.08,244,25,9,24,32,6,559,-0.265789,0.090643
YOL152W,N,5340,1055,2,9.87,142,25,18,24,34,16,0.47,0.112878,0.135135
YOL155C,N,3051,1484,2,4,276,23,15,46,21,1,646,-0.107549,0.05274
YOL158C,N,1213,1694,5,10.26,103,15,22,21,29,13,0.43,0.471617,0.115512
YOL159C,N,1694,1775,0,4.12,138,12,6,9,2,4,404,-0.377193,0.140351
YOL162W,N,12,782,0,10.44,125,6,5,4,10,5,437,0.304186,0.130233
YOL163W,N,1480,12,0,10.21,0.11,5,6,6,10,10,0.45,0.353254,0.153846
YOR001W,N,701,383,0,7.14,127,52,20,56,62,11,406,-0.58704,0.075034
YOR002W,N,383,403,1,9.87,112,15,16,11,24,13,0.41,0.431801,0.183824
YOR003W,N,403,700,2,5.19,113,31,15,31,30,7,402,-0.25523,0.09205
YOR004W,Y,700,152,0,10.84,143,11,12,15,34,4,0.46,-0.888976,0.043307
YOR005C,N,336,152,1,8.46,109,56,26,67,79,13,396,-0.357733,0.095339
YOR006C,N,316,336,0,5.62,139,16,14,37,24,11,451,-0.899361,0.063898
YOR007C,N,1299,316,0,4.51,192,24,16,31,28,15,505,-0.599422,0.054913
YOR008C,N,1919,1299,0,4.52,102,17,12,19,13,5,406,-0.471429,0.066138
YOR009W,N,1919,396,0,3.87,358,13,9,24,10,8,705,0.179671,0.030801
YOR010C,N,2728,396,1,3.88,544,8,7,15,7,6,791,0.282072,0.031873
YOR011W,N,2728,1788,12,7.16,196,70,53,59,83,27,522,0.01944,0.137016
YOR012W,N,684,717,0,6.5,123,9,0,10,9,3,429,-0.310219,0.10219
YOR014W,N,717,513,0,6.27,159,33,32,62,54,13,0.47,-0.569353,0.07926
YOR016C,N,327,513,1,6.78,179,10,5,13,14,5,0.51,0.015459,0.111111
YOR018W,N,554,1244,1,9.41,123,42,24,41,48,11,417,-0.505376,0.059737
YOR019W,N,1244,204,1,10.54,142,46,25,38,96,9,436,-0.766164,0.084932
YOR021C,N,270,840,0,4.77,193,21,6,19,18,6,493,-0.43615,0.084507
YOR022C,N,154,270,0,7.39,144,45,34,47,60,11,436,-0.633706,0.096503
YOR023C,N,506,154,0,10.19,145,29,27,29,46,9,0.46,-0.934806,0.045936
YOR025W,N,506,218,3,9.72,125,31,19,21,39,6,455,-0.503803,0.06264
YOR026W,N,218,246,0,4.93,133,30,15,14,24,3,437,-0.232844,0.093842
YOR027W,N,246,710,0,5.36,248,38,33,59,60,16,556,-0.872835,0.06961
YOR028C,N,2404,710,0,10.47,123,9,12,19,22,7,413,-0.74339,0.061017
YOR030W,N,2404,528,0,10.15,137,31,10,22,45,7,438,-0.245073,0.12601
YOR031W,N,528,348,0,7.17,228,3,1,6,10,1,552,-0.561765,0
YOR032C,N,1100,348,0,6.45,132,29,27,22,26,9,428,-0.855069,0.06682
YOR033C,N,312,39,0,8.35,0.14,47,33,50,64,13,0.45,-0.588177,0.076923
YOR034C,N,339,312,1,6.72,129,44,24,32,43,15,444,0.036315,0.124166
YOR035C,N,243,66,0,5.37,128,39,32,63,58,19,444,-0.029277,0.072243
YOR036W,N,243,340,0,4.67,103,16,23,31,18,7,416,-0.43507,0.072917
YOR038C,N,379,105,0,8.41,0.13,50,32,43,68,18,426,-0.281714,0.085714
YOR039W,N,379,519,1,5.94,0.15,24,12,15,19,8,415,-0.454651,0.108527
YOR042W,N,503,1209,0,4.53,146,39,23,54,29,3,0.45,-1.37299,0.041363
YOR043W,N,1209,676,0,5.99,154,26,30,38,32,8,456,-0.63251,0.080247
YOR044W,N,676,371,0,9.79,82,7,5,5,6,4,359,0.101911,0.121019
YOR046C,Y,439,422,16,7.48,211,36,26,31,46,12,499,-0.373444,0.056017
YOR047C,N,948,439,1,9.72,116,22,18,25,31,10,409,-0.642117,0.074324
YOR048C,Y,1017,948,0,6.8,164,60,40,77,70,26,0.48,-0.673559,0.099404
YOR049C,N,1114,1017,0,7.55,137,14,9,13,14,13,462,0.521751,0.138418
YOR051C,N,687,1114,0,4.53,212,36,17,55,41,3,515,-0.728398,0.07767
YOR052C,N,608,687,0,9.85,0.19,8,6,9,20,3,524,-0.919333,0.04
YOR054C,N,389,608,2,4.32,134,85,20,42,49,17,447,-0.869881,0.04451
YOR056C,Y,559,389,0,8.65,146,26,20,39,44,5,471,-0.862091,0.063181
YOR057W,Y,559,314,0,6.44,161,29,9,34,48,6,0.44,-0.753924,0.091139
YOR058C,N,2560,314,0,9.83,129,41,35,84,89,19,0.42,-0.679548,0.059887
YOR059C,N,131,2560,0,9.81,109,20,7,25,39,15,401,-0.06,0.113333
YOR060C,Y,370,131,0,10.33,93,12,17,16,21,4,394,-0.47821,0.085603
YOR061W,N,370,171,9,8.84,164,21,11,20,31,8,491,-0.334808,0.117994
YOR062C,N,1154,171,1,8.37,111,23,8,14,18,4,388,-0.71791,0.119403
YOR063W,Y,1154,229,0,11.1,0.83,16,7,20,43,7,914,-0.552972,0.087855
YOR064C,N,700,229,0,8.16,112,12,9,20,24,4,413,-0.775343,0.073059
YOR066W,N,1067,403,0,10.77,125,22,44,17,44,18,435,-0.749126,0.054054
YOR067C,N,406,403,1,10.31,137,19,17,16,38,8,0.44,0.487175,0.180243
YOR068C,N,643,406,0,5.83,112,3,0,6,6,1,434,0.523684,0.070175
YOR069W,N,643,111,0,4.93,137,46,27,70,59,11,445,-0.747556,0.074074
YOR070C,N,1659,111,0,7.2,121,39,39,34,34,18,432,-0.681947,0.089482
YOR071C,N,3192,1659,5,7.63,292,19,11,19,25,21,627,0.247492,0.16388
YOR073W,N,140,131,0,10.05,133,29,17,49,56,13,426,-1.06712,0.042373
YOR074C,Y,622,131,0,7.13,194,30,11,15,26,10,493,-0.512829,0.108553
YOR075W,Y,622,124,0,5.44,152,23,21,32,30,11,459,-0.619364,0.080925
YOR076C,N,278,124,1,7.77,132,40,26,49,73,8,418,-0.404016,0.068273
YOR077W,Y,278,127,0,10.54,118,15,19,14,23,6,402,-1.05086,0.073276
YOR078W,N,127,105,0,6.56,128,20,13,24,28,1,392,-1.26355,0.028037
YOR079C,N,135,105,0,5.07,0.12,17,10,9,10,8,0.43,0.618211,0.089457
YOR080W,N,135,146,0,9.72,113,40,36,41,68,19,408,-0.357373,0.088472
YOR081C,N,344,146,2,9.84,143,33,34,30,48,22,483,-0.310814,0.092123
YOR083W,N,344,166,0,6.76,59,13,15,29,12,4,366,-1.15322,0.033898
YOR084W,N,166,282,0,8.16,85,20,19,20,18,8,416,-0.307235,0.080103
YOR085W,N,282,133,0,8.61,186,12,13,12,21,9,543,0.403429,0.131429
YOR086C,N,927,133,2,7.15,0.22,76,38,83,115,19,535,-0.356408,0.086003
YOR087W,N,927,461,0,5.08,149,50,21,40,44,18,449,-0.098667,0.118519
YOR091W,N,422,656,0,10.1,221,27,13,29,55,9,577,-1.09797,0.066667
YOR092W,N,656,537,2,8.16,181,29,21,24,31,16,497,0.090865,0.089723
YOR093C,N,342,537,0,8.57,136,79,48,91,127,40,0.43,-0.20085,0.087379
YOR094W,N,342,205,4,10.21,125,6,6,13,21,7,415,-0.298361,0.081967
YOR095C,Y,1465,205,0,5.77,248,20,9,17,21,1,551,-0.238372,0.073643
YOR096W,N,1465,210,1,10.64,747,7,14,15,19,1,878,-0.349474,0.063158
YOR097C,N,442,210,0,10.06,86,8,1,8,15,6,365,-0.112571,0.091429
YOR098C,Y,646,442,1,10.42,121,39,31,52,93,12,415,-0.795632,0.071561
YOR099W,N,646,288,8,6.67,246,28,5,25,30,8,532,-0.461323,0.167939
YOR101W,N,965,275,2,5.08,159,21,17,21,19,4,492,-0.826861,0.071197
YOR103C,Y,800,275,0,9.89,156,3,5,3,9,2,445,0.683846,0.146154
YOR104W,N,800,630,0,5.54,124,14,16,18,15,4,422,-0.788652,0.113475
YOR106W,N,630,1380,0,7.05,136,11,35,26,22,3,489,-0.80106,0.042403
YOR107W,N,1380,744,0,8.53,118,14,17,22,26,4,418,-0.790291,0.074434
YOR108W,N,744,436,1,6.75,248,32,20,42,39,12,593,-0.350497,0.07947
YOR109W,N,436,339,3,7.18,152,66,44,67,83,17,447,-0.425926,0.097561
YOR110W,Y,339,180,0,4.66,125,26,14,43,26,9,415,-0.575862,0.089655
YOR111W,N,180,380,0,4.52,146,18,5,21,20,5,458,-0.303017,0.103448
YOR112W,N,380,281,0,5.13,122,47,23,47,53,9,408,-0.227332,0.076216
YOR114W,N,750,204,0,10.66,125,12,15,18,33,11,0.4,-0.765306,0.102041
YOR115C,N,297,204,0,6.32,119,12,17,22,17,9,426,-0.386194,0.074627
YOR116C,Y,883,297,2,8.22,208,89,47,87,103,37,522,-0.281096,0.068493
YOR117W,Y,883,523,7,4.76,195,37,20,36,33,13,507,-0.430185,0.046083
YOR118W,N,523,231,0,6.23,134,30,29,40,41,18,424,-0.355203,0.08642
YOR119C,Y,867,231,0,6.53,181,40,11,48,53,11,445,-0.793802,0.095041
YOR120W,N,867,245,5,8.16,209,18,13,19,28,3,536,-0.39359,0.073718
YOR122C,Y,288,245,0,5.63,448,8,10,5,5,2,754,-0.146825,0.079365
YOR123C,N,253,288,0,4.15,165,59,23,74,29,5,453,-1.47651,0.05819
YOR124C,N,387,253,0,4.94,152,92,52,104,92,16,454,-0.539387,0.095912
YOR126C,N,492,229,0,5.48,136,16,10,18,19,7,414,-0.364706,0.121849
YOR127W,N,492,282,1,6.36,127,54,31,81,76,20,413,-0.672691,0.063555
YOR128C,N,685,282,0,7.31,179,25,15,37,39,16,527,-0.003853,0.056042
YOR129C,N,370,685,0,6.35,129,52,40,49,52,13,421,-0.262822,0.113102
YOR131C,N,336,1374,0,6.63,93,14,7,17,18,11,369,-0.21789,0.059633
YOR132W,N,336,267,0,6.92,0.14,32,30,48,40,11,464,-0.807441,0.079855
YOR133W,N,267,937,6,6.25,804,58,32,55,61,23,879,-0.178385,0.074822
YOR134W,N,937,456,0,7.57,118,22,12,29,28,9,399,-0.568704,0.066015
YOR137C,N,627,453,1,7.72,125,42,20,27,40,9,0.41,-0.337781,0.110932
YOR138C,N,656,627,0,4.45,0.11,43,26,65,37,12,419,-0.504173,0.081967
YOR140W,N,656,660,0,9.39,127,35,36,33,48,19,454,-0.754308,0.060052
YOR141C,N,469,660,0,4.52,151,73,35,85,65,8,453,-0.587968,0.07832
YOR143C,Y,374,7336,0,6.26,163,23,7,18,25,4,468,-0.232602,0.094044
YOR144C,N,254,374,0,6.98,134,62,30,52,67,11,418,-0.573957,0.073325
YOR145C,Y,342,254,0,9.87,165,23,5,16,25,5,474,-0.498175,0.051095
YOR148C,Y,640,164,0,9.6,126,18,6,14,33,3,383,-0.938919,0.048649
YOR149C,Y,610,640,0,9.58,121,16,18,16,25,16,425,0.30814,0.141473
YOR151C,Y,846,506,2,6.5,228,77,48,93,74,40,526,-0.390768,0.08415
YOR152C,N,1551,846,0,4.64,141,14,12,13,13,4,438,-0.011328,0.164062
YOR153W,N,1551,353,12,7.75,246,66,56,84,87,42,568,-0.124421,0.125745
YOR154W,N,353,135,0,5.27,131,27,27,62,45,9,447,-0.506303,0.086882
YOR155C,N,379,135,0,5.17,136,33,21,34,21,5,435,-396,0.093333
YOR156C,N,425,379,1,7.23,113,45,40,31,51,11,397,-0.620937,0.07438
YOR157C,Y,412,425,0,6.6,179,13,12,14,15,4,531,-0.179694,0.068966
YOR159C,Y,272,161,0,4.82,116,6,4,6,9,3,0.4,0.096809,0.06383
YOR160W,Y,272,181,0,4.51,148,56,49,70,44,13,452,0.081687,0.097737
YOR161C,N,562,181,0,8.26,134,19,15,12,16,17,456,0.341002,0.155844
YOR162C,N,748,292,3,8.17,145,39,22,54,60,18,447,-0.358272,0.1
YOR163W,N,748,86,0,8.2,181,11,5,20,20,3,516,-0.931915,0.06383
YOR164C,N,233,86,0,4.92,194,22,12,24,24,6,469,-0.227885,0.147436
YOR165W,N,233,229,0,5.03,182,57,30,74,63,12,473,-0.404382,0.092784
YOR166C,N,301,229,0,5.07,158,35,16,32,33,7,461,-0.495415,0.087336
YOR167C,N,295,301,1,11.42,528,3,1,6,4,2,754,-0.438806,0.014925
YOR168W,Y,295,277,1,8.7,269,47,22,69,78,15,578,-0.659333,0.100124
YOR171C,N,325,277,1,6.39,155,42,15,38,52,13,439,-0.398718,0.073718
YOR172W,N,325,561,3,7.19,0.12,37,25,59,56,14,419,-0.352163,0.105598
YOR173W,N,561,421,1,9.25,157,26,10,27,31,10,472,-0.453653,0.11335
YOR174W,Y,421,213,0,4.36,147,29,9,33,27,6,448,-0.732042,0.059859
YOR175C,N,726,213,0,10.3,212,23,15,35,54,19,531,-0.228433,0.153473
YOR177C,N,680,2202,0,7.84,147,28,24,48,60,10,445,-1.06444,0.073276
YOR178C,N,1603,680,1,5.49,149,56,19,39,53,10,431,-0.668979,0.087011
YOR179C,N,1940,1603,0,5.41,121,12,8,13,15,5,436,-0.31117,0.042553
YOR180C,N,771,1940,1,8.83,112,9,10,14,23,5,411,0.097417,0.095941
YOR181W,Y,771,350,0,10.05,105,26,41,22,24,9,407,-0.72654,0.055292
YOR182C,N,563,350,0,12.24,748,0,2,2,11,2,869,-0.976191,0.047619
YOR184W,N,563,899,0,6.52,258,22,13,27,35,5,576,-0.20557,0.083544
YOR185C,N,1004,899,2,6.67,257,14,11,14,18,4,549,-0.383636,0.109091
YOR186W,N,1004,484,0,4.7,132,8,3,11,8,5,478,-0.001389,0.097222
YOR188W,N,423,443,0,9.55,127,60,67,71,95,30,413,-0.876869,0.086192
YOR189W,N,443,720,0,4.63,101,11,5,14,12,1,354,-1.32586,0.060345
YOR190W,N,720,442,2,5.67,147,28,15,32,31,6,426,-0.482697,0.134831
YOR191W,N,442,1433,2,7.47,136,99,88,130,146,32,435,-0.661149,0.06609
YOR192C,N,3420,1433,5,7.14,264,20,9,22,26,18,606,0.284808,0.163606
YOR193W,N,6221,106,0,10.49,131,17,12,22,39,5,402,-0.396277,0.111702
YOR194C,Y,322,106,0,4.11,118,23,11,38,22,2,429,-0.946853,0.048951
YOR195W,N,322,261,2,4.65,0.16,69,43,106,97,12,437,-1.16541,0.037759
YOR196C,N,185,261,0,10.26,141,22,9,26,36,11,472,-0.52971,0.060386
YOR197W,N,185,268,0,5.89,174,30,50,12,17,18,508,-0.707726,0.092715
YOR198C,N,404,268,0,9.98,406,35,37,49,76,3,675,-1.05617,0.038298
YOR202W,N,237,302,0,6.37,92,11,7,18,12,4,0.4,-85,0.045455
YOR204W,Y,302,838,15,7.88,376,36,19,29,23,11,645,-0.523344,0.086093
YOR206W,Y,277,363,0,8.94,224,33,32,70,77,16,546,-0.576056,0.08169
YOR207C,Y,467,363,2,8.17,229,74,48,63,85,42,538,-0.261184,0.074848
YOR208W,N,467,259,1,9.41,138,46,36,25,70,12,419,-0.4848,0.085333
YOR209C,N,593,259,0,6.92,207,24,10,32,39,9,516,-0.478788,0.114219
YOR210W,Y,593,391,0,7.77,436,5,1,6,5,2,672,-0.272857,0.085714
YOR212W,N,1277,353,0,6.11,128,29,21,15,22,11,421,-0.358865,0.085106
YOR213C,N,311,353,1,5.86,94,17,11,21,19,9,349,-0.409274,0.096774
YOR214C,N,421,311,0,4.09,118,11,6,21,9,8,404,0.083474,0.097458
