orf_id,Essential,paralog_count,CAI,Leu,Ser,Thr,Cys,Trp,orf_size,strand_bias
b1782,N,1,"0,688",23,21,19,0,9,248,1
b1783,N,0,"0,504",57,39,25,6,6,644,0
b1784,N,0,"0,509",34,30,18,2,4,427,0
b1785,N,1,"0,363",76,39,29,9,5,491,0
b1786,N,0,"0,4",60,46,27,5,4,556,0
b1787,N,0,"0,435",20,9,7,3,0,167,0
b1789,N,0,"0,412",25,11,10,0,3,148,0
b1790,N,0,"0,3",30,11,24,6,5,273,1
b1791,Y,0,"0,34",70,27,23,7,8,393,0
b1792,Y,0,"0,48",15,4,9,1,3,122,0
b1794,N,0,"0,399",45,31,17,7,4,384,0
b1795,N,0,"0,414",7,4,2,0,3,82,1
b1804,N,0,"0,471",58,20,19,5,12,375,1
b1805,N,5,"0,519",65,23,27,4,4,561,1
b1806,N,1,"0,445",11,6,13,1,5,193,1
b1807,Y,0,"0,497",22,7,16,3,8,231,1
b1808,N,1,"0,462",87,42,35,13,5,636,1
b1809,Y,0,"0,611",7,4,7,1,4,130,0
b1810,N,0,"0,367",6,8,6,0,2,119,0
b1812,N,1,"0,475",47,31,26,6,7,453,0
b1814,N,2,"0,626",34,29,18,9,2,454,0
b1815,N,6,"0,404",73,34,24,6,8,542,0
b1816,N,2,"0,547",69,24,22,2,5,518,1
b1817,N,0,"0,578",25,9,22,0,4,323,0
b1818,N,0,"0,679",27,10,15,2,2,266,0
b1819,N,1,"0,644",37,10,18,3,5,286,0
b1820,N,0,"0,384",24,5,7,0,3,152,0
b1821,N,0,"0,455",24,7,13,1,5,206,0
b1825,N,0,"0,43",13,7,2,1,1,95,1
b1827,N,6,"0,484",30,20,14,1,1,263,1
b1828,N,4,"0,381",78,43,22,7,5,494,0
b1829,N,0,"0,579",33,22,15,1,3,293,1
b1830,N,0,"0,546",65,36,42,0,5,682,1
b1832,N,0,"0,378",20,7,11,3,2,183,1
b1833,N,1,"0,378",63,23,22,11,12,427,0
b1834,N,0,"0,5",95,62,55,0,10,879,0
b1835,N,0,"0,434",49,24,23,7,10,481,0
b1837,N,0,"0,475",7,4,2,5,2,91,0
b1838,N,1,"0,372",26,8,6,5,10,219,1
b1839,Y,0,"0,414",11,8,5,2,1,113,1
b1840,N,0,"0,379",48,7,19,3,15,290,1
b1841,N,0,"0,423",10,9,14,0,2,124,1
b1843,N,0,"0,362",26,16,11,6,5,218,0
b1844,N,0,"0,487",20,11,15,3,6,220,0
b1845,N,0,"0,47",65,38,38,4,15,686,1
b1846,Y,0,"0,492",31,13,8,1,2,219,1
b1847,N,0,"0,455",7,9,3,3,3,122,1
b1848,Y,0,"0,54",10,8,6,0,2,96,1
b1849,N,0,"0,485",38,20,16,5,2,392,0
b1850,N,0,"0,734",22,9,13,3,2,213,1
b1851,N,3,"0,528",62,38,28,8,4,603,1
b1852,Y,0,"0,596",48,22,30,6,12,491,1
b1853,N,0,"0,427",31,24,16,3,0,289,0
b1854,N,1,"0,607",44,25,30,4,0,480,0
b1855,N,2,"0,445",24,9,11,2,7,323,1
b1856,N,0,"0,525",38,24,28,0,6,419,1
b1857,N,0,"0,371",36,18,18,3,3,328,1
b1858,N,1,"0,389",42,13,12,4,0,251,0
b1859,N,0,"0,436",47,15,13,2,5,261,0
b1860,N,0,"0,515",39,11,18,0,1,336,1
b1861,N,0,"0,493",23,8,9,1,0,203,1
b1862,N,0,"0,334",20,15,12,6,6,233,0
b1863,Y,0,"0,538",16,10,7,2,0,173,1
b1864,Y,1,"0,765",15,11,15,3,2,246,1
b1865,Y,0,"0,462",11,7,10,2,4,150,1
b1866,Y,0,"0,737",58,20,32,5,4,590,1
b1867,N,0,"0,437",18,11,8,2,5,199,0
b1868,N,0,"0,387",31,10,19,3,8,272,0
b1869,N,0,"0,475",21,9,2,3,5,141,0
b1870,N,0,"0,558",23,18,8,4,2,247,0
b1871,Y,0,"0,501",42,15,16,3,11,323,0
b1872,N,6,"0,538",60,39,52,5,21,815,1
b1873,N,1,"0,429",30,26,22,10,5,366,1
b1874,Y,0,"0,39",13,10,3,1,1,146,1
b1875,N,0,"0,434",22,14,9,3,6,190,1
b1876,Y,0,"0,668",59,16,29,4,5,577,0
b1877,N,0,"0,319",19,12,10,5,3,169,0
b1878,N,0,"0,258",17,12,7,2,3,130,1
b1879,N,1,"0,43",102,27,37,0,7,692,1
b1880,N,0,"0,456",50,22,11,1,6,382,1
b1881,N,0,"0,45",23,13,9,0,2,214,1
b1882,N,0,"0,467",15,4,5,0,1,129,1
b1884,Y,0,"0,437",38,18,19,2,3,286,1
b1885,N,4,"0,474",42,47,36,1,6,533,1
b1886,N,4,"0,499",50,50,36,0,4,553,1
b1887,Y,0,"0,473",20,9,12,0,0,167,1
b1888,N,0,"0,454",77,46,36,3,1,654,1
b1889,N,1,"0,411",27,26,9,0,3,308,1
b1890,Y,0,"0,472",40,20,14,1,0,295,1
b1891,N,0,"0,421",26,14,8,8,4,192,1
b1892,N,0,"0,384",19,6,10,1,0,119,1
b1895,Y,1,"0,369",16,15,5,3,0,142,0
b1896,N,0,"0,439",60,21,18,3,9,474,1
b1897,N,0,"0,374",26,14,16,1,5,266,1
b1900,Y,9,"0,498",48,29,19,3,4,504,1
b1901,Y,0,"0,648",23,16,17,1,5,329,1
b1902,N,1,"0,498",23,13,10,2,1,167,0
b1903,N,0,"0,433",14,2,3,3,1,112,0
b1904,N,0,"0,376",13,7,9,5,0,107,0
b1905,N,1,"0,57",21,12,11,1,2,165,0
b1907,N,2,"0,412",69,24,23,3,6,403,0
b1908,N,0,"0,471",24,11,9,5,7,221,1
b1912,Y,0,"0,462",24,9,11,1,11,182,1
b1913,N,0,"0,494",63,36,29,7,2,588,1
b1914,N,3,"0,427",21,18,10,3,1,218,1
b1916,N,0,"0,405",26,14,11,3,5,240,1
b1917,N,17,"0,484",26,11,15,0,0,250,1
b1918,N,2,"0,472",33,17,13,0,5,222,1
b1921,N,0,"0,404",24,13,12,6,3,195,1
b1922,N,0,"0,42",36,12,11,0,3,239,1
b1923,N,0,"0,59",37,43,65,0,0,498,1
b1924,N,0,"0,513",45,67,66,0,2,468,0
b1925,N,0,"0,412",18,14,3,0,1,136,0
b1926,N,0,"0,476",18,8,4,0,2,121,0
b1927,N,0,"0,514",34,14,22,7,14,495,0
b1928,N,0,"0,538",16,3,11,3,3,137,1
b1929,Y,0,"0,561",42,12,20,4,18,401,0
b1932,N,0,"0,338",24,10,10,4,2,159,0
b1935,N,0,"0,265",14,13,6,1,2,116,1
b1936,N,0,"0,322",9,7,3,1,1,92,0
b1938,N,0,"0,503",54,45,22,0,7,552,0
b1939,N,0,"0,585",45,16,17,0,0,331,0
b1940,N,0,"0,424",28,11,10,2,4,235,0
b1941,N,2,"0,499",54,25,27,1,3,457,0
b1942,Y,0,"0,506",16,5,7,1,4,147,0
b1943,N,0,"0,42",42,31,40,0,1,375,0
b1944,Y,0,"0,462",20,12,12,1,2,154,0
b1945,N,0,"0,519",40,19,15,1,2,334,0
b1946,Y,0,"0,544",15,10,9,0,1,137,0
b1947,N,0,"0,394",14,8,4,0,1,101,0
b1948,N,0,"0,413",42,15,15,0,3,245,0
b1949,N,0,"0,413",15,3,7,0,1,89,0
b1950,N,0,"0,399",58,16,14,1,5,261,0
b1951,N,0,"0,329",20,19,15,3,1,207,0
b1955,N,0,"0,403",34,17,16,1,9,271,0
b1956,N,1,"0,432",68,46,30,3,11,569,1
b1958,N,0,"0,436",49,14,9,1,4,305,1
b1959,N,0,"0,423",51,19,11,1,6,306,0
b1960,N,0,"0,435",16,5,10,5,5,156,1
b1961,Y,0,"0,516",41,20,20,6,5,472,1
b1962,N,0,"0,481",24,9,8,3,3,231,1
b1967,N,0,"0,524",27,15,12,2,3,283,0
b1968,N,1,"0,258",63,35,24,4,3,452,1
b1969,N,12,"0,267",28,18,14,1,5,239,1
b1970,N,0,"0,311",15,8,11,0,2,137,0
b1971,N,0,"0,458",36,16,16,1,8,334,0
b1972,N,0,"0,33",49,7,13,2,8,211,0
b1973,N,0,"0,376",14,17,9,2,3,216,0
b1974,N,1,"0,323",22,12,12,0,6,186,0
b1976,Y,0,"0,362",33,20,8,6,9,278,0
b1978,N,0,"0,417",171,226,273,6,20,2383,0
b1981,N,4,"0,375",56,29,24,5,11,438,0
b1982,N,0,"0,409",49,30,37,5,7,484,0
b1983,N,1,"0,453",13,9,16,0,1,238,0
b1988,N,0,"0,342",38,28,14,3,2,305,1
b1990,N,3,"0,382",25,19,21,2,3,310,1
b1991,N,0,"0,365",41,18,17,6,1,359,1
b1992,N,0,"0,417",46,13,12,4,3,247,1
b1993,N,0,"0,385",15,8,7,3,4,181,1
b1994,N,10,"0,438",32,17,18,1,7,338,1
b1999,N,2,"0,416",23,16,15,5,8,236,0
b2000,N,1,"0,476",82,80,115,1,13,1039,0
b2001,N,0,"0,397",68,31,28,13,13,512,0
b2002,N,2,"0,474",20,5,10,0,1,148,0
b2004,N,3,"0,405",18,5,11,4,2,122,0
b2005,Y,2,"0,417",15,8,9,2,1,124,0
b2007,N,0,"0,605",12,9,3,1,0,131,1
b2008,N,0,"0,426",57,18,19,4,9,352,1
b2009,Y,0,"0,467",9,4,8,2,5,157,1
b2010,N,2,"0,447",37,25,21,1,8,390,1
b2011,N,0,"0,468",47,13,23,5,9,475,0
b2013,N,0,"0,379",44,19,22,4,12,352,1
b2016,N,0,"0,378",33,16,13,3,3,274,1
b2020,N,0,"0,584",39,34,30,7,2,434,0
b2021,N,0,"0,551",38,18,20,9,4,356,0
b2022,N,0,"0,593",37,14,21,6,2,356,0
b2023,N,0,"0,61",20,7,6,4,2,196,0
b2024,N,0,"0,613",25,11,9,3,3,246,0
b2025,N,0,"0,598",18,11,11,5,4,258,0
b2026,N,0,"0,554",28,11,19,3,3,203,0
b2027,N,0,"0,42",37,16,18,0,3,338,1
b2028,N,0,"0,473",30,28,17,2,0,388,1
b2029,N,0,"0,689",40,25,22,2,4,468,1
b2031,N,0,"0,341",17,10,2,2,0,157,1
b2032,N,0,"0,342",35,25,16,5,6,372,1
b2033,N,0,"0,297",13,14,10,3,2,196,1
b2034,N,0,"0,277",28,27,13,5,4,330,1
b2035,N,0,"0,262",47,37,22,7,5,388,1
b2037,N,0,"0,237",65,35,27,4,5,415,1
b2038,N,0,"0,301",18,13,6,3,4,185,1
b2039,N,1,"0,414",30,15,13,2,2,293,1
b2040,N,0,"0,396",29,9,23,3,6,299,1
b2041,N,1,"0,448",24,23,22,3,7,361,1
b2042,Y,1,"0,528",30,15,11,3,2,297,1
b2043,N,0,"0,42",33,28,21,6,3,464,1
b2044,N,0,"0,479",45,18,20,3,6,406,1
b2045,N,0,"0,538",48,24,21,5,3,426,1
b2046,N,0,"0,515",79,30,23,4,6,492,1
b2047,N,0,"0,545",53,22,24,7,13,464,1
b2048,N,1,"0,586",44,15,24,5,4,456,1
b2049,N,0,"0,596",39,24,18,8,7,478,1
b2050,N,0,"0,542",44,16,15,5,6,407,1
b2051,N,0,"0,439",19,8,11,0,3,160,1
b2052,N,0,"0,556",30,18,14,3,4,321,1
b2053,N,0,"0,695",33,22,22,3,4,373,1
b2054,N,0,"0,363",13,12,12,3,7,182,1
b2055,N,0,"0,464",24,17,9,1,5,248,1
b2056,N,0,"0,392",57,34,20,2,5,405,1
b2057,N,0,"0,54",41,21,21,8,4,405,1
b2058,N,0,"0,584",14,5,7,5,3,162,1
b2059,N,0,"0,582",24,16,15,4,8,279,1
b2060,N,1,"0,585",76,49,48,3,5,732,1
b2061,Y,1,"0,519",16,7,5,6,2,147,1
b2062,N,1,"0,529",35,23,30,1,5,379,1
b2063,N,2,"0,449",79,26,29,1,5,549,0
b2064,N,0,"0,407",77,39,36,1,11,617,1
b2065,N,0,"0,579",24,12,6,2,3,193,1
b2066,N,0,"0,496",23,16,9,3,0,231,1
b2067,N,0,"0,422",165,82,49,10,23,1105,0
b2068,N,0,"0,411",33,9,13,4,9,282,1
b2069,N,0,"0,561",59,30,17,6,7,471,0
b2070,N,0,"0,411",67,32,33,8,7,648,1
b2071,N,0,"0,395",11,7,14,0,3,153,0
b2072,N,0,"0,422",33,15,17,3,3,253,1
b2073,Y,0,"0,444",21,17,13,2,4,219,1
b2074,N,3,"0,502",39,31,35,2,7,464,0
b2075,N,6,"0,547",132,79,75,2,8,1040,0
b2076,N,6,"0,497",131,75,63,4,6,1025,0
b2077,N,4,"0,442",78,35,35,1,7,471,0
b2078,N,3,"0,467",59,27,26,2,6,467,0
b2079,N,7,"0,541",32,11,12,4,2,240,0
b2080,Y,0,"0,465",6,16,10,0,1,123,0
b2081,N,0,"0,631",38,17,23,5,4,453,0
b2084,N,0,"0,203",6,7,3,4,3,88,1
b2085,N,0,"0,305",11,7,7,4,1,125,1
b2086,N,0,"0,388",34,11,18,6,3,299,0
b2088,N,4,"0,48",11,10,8,0,1,102,0
b2089,N,5,"0,41",21,22,11,11,9,288,0
b2091,Y,4,"0,407",34,25,16,8,3,346,1
b2092,N,1,"0,491",48,17,23,2,9,451,1
b2093,N,0,"0,425",7,3,6,4,0,94,1
b2094,N,0,"0,343",18,7,9,2,1,150,1
b2095,N,1,"0,452",32,23,21,8,5,420,1
b2096,N,2,"0,46",24,16,16,4,1,286,1
b2097,N,0,"0,489",32,22,19,4,1,374,1
b2098,N,2,"0,533",52,22,27,5,10,425,0
b2099,N,0,"0,524",34,20,16,7,5,334,0
b2100,N,0,"0,453",41,16,11,7,9,321,0
b2101,N,0,"0,44",21,18,9,3,2,248,1
b2102,N,0,"0,401",19,19,12,1,8,275,1
b2103,N,0,"0,457",30,17,21,3,5,266,1
b2104,N,0,"0,407",24,14,19,6,3,262,1
b2105,Y,0,"0,573",10,3,2,1,0,90,1
b2106,N,0,"0,414",29,13,18,2,9,274,0
b2107,N,0,"0,382",15,14,13,0,4,172,0
b2108,N,0,"0,295",35,41,34,6,2,344,1
b2109,N,8,"0,367",56,75,45,4,16,826,1
b2110,Y,4,"0,349",21,15,8,0,4,239,1
b2111,Y,0,"0,5",11,22,12,2,0,180,1
b2112,N,0,"0,319",7,10,7,2,1,93,1
b2113,N,0,"0,532",39,20,24,3,6,379,1
b2114,Y,0,"0,694",57,41,28,8,11,677,0
b2118,N,0,"0,392",161,68,54,10,32,1210,0
b2119,N,0,"0,445",41,20,23,3,4,384,0
b2120,N,0,"0,394",113,43,34,15,20,759,0
b2121,N,0,"0,423",49,28,19,5,7,378,0
b2122,N,0,"0,418",74,54,28,18,14,622,0
b2123,N,0,"0,623",11,11,11,1,0,157,0
b2124,N,0,"0,562",19,7,4,2,1,156,1
b2125,N,1,"0,44",35,13,9,3,0,244,1
b2126,N,1,"0,394",70,31,33,7,3,561,1
b2127,N,1,"0,398",35,9,15,4,10,243,0
b2128,N,0,"0,445",33,11,13,0,4,243,1
b2129,N,26,"0,45",43,18,12,2,2,308,1
b2130,N,0,"0,466",76,18,17,5,11,385,1
b2131,N,0,"0,471",36,16,18,0,6,305,1
b2132,N,0,"0,597",65,53,46,1,8,765,1
b2133,N,0,"0,538",58,26,28,6,5,571,0
b2134,N,0,"0,524",32,23,24,1,2,313,1
b2135,N,0,"0,483",31,12,11,3,7,203,1
b2136,N,0,"0,432",31,5,9,1,7,204,0
b2137,N,8,"0,446",24,12,13,3,3,253,1
b2139,N,0,"0,351",11,7,7,3,1,96,1
b2140,N,1,"0,472",34,13,11,6,8,315,1
b2142,N,0,"0,459",31,16,12,4,3,231,0
b2143,N,0,"0,511",39,19,14,5,3,294,0
b2144,N,1,"0,424",31,9,10,2,2,239,0
b2146,N,1,"0,442",34,19,28,13,1,412,0
b2147,N,0,"0,507",34,23,19,18,4,413,0
b2149,N,7,"0,436",52,36,30,3,4,506,1
b2150,Y,0,"0,697",27,14,13,0,5,332,1
b2151,N,10,"0,495",31,21,18,4,2,346,1
b2152,N,0,"0,398",74,18,16,4,18,385,1
b2153,Y,0,"0,539",23,13,20,2,0,222,1
b2154,N,1,"0,503",26,18,12,6,8,278,0
b2155,N,2,"0,582",48,56,50,4,17,663,1
b2156,N,8,"0,66",52,29,29,3,15,489,1
b2157,N,0,"0,443",41,20,11,3,3,293,1
b2158,N,0,"0,581",47,24,21,3,7,349,0
b2159,N,0,"0,542",23,13,17,6,4,285,0
b2160,N,1,"0,464",43,23,20,6,3,362,0
b2161,Y,2,"0,44",49,29,19,2,5,416,1
b2162,N,2,"0,504",24,7,23,7,2,313,1
b2163,Y,0,"0,345",34,13,8,5,2,219,0
b2164,Y,2,"0,506",46,34,15,2,4,416,1
b2166,N,1,"0,404",29,28,11,7,6,313,1
b2167,N,2,"0,648",62,22,32,6,4,563,1
b2168,N,0,"0,569",30,21,16,4,7,312,1
b2169,N,0,"0,56",48,18,24,0,2,376,1
b2170,N,2,"0,471",52,25,22,7,7,393,0
b2171,N,0,"0,515",24,14,17,4,1,275,0
b2172,N,2,"0,466",50,27,20,8,9,488,0
b2173,N,0,"0,409",49,18,16,5,8,328,0
b2174,N,0,"0,331",37,14,10,1,7,249,0
b2175,N,1,"0,475",13,22,9,2,2,188,0
b2176,N,6,"0,433",65,23,37,5,11,518,0
b2177,N,0,"0,47",54,38,29,0,20,606,0
b2178,N,4,"0,531",45,24,19,0,7,364,0
b2179,Y,1,"0,398",56,28,14,3,14,341,0
b2180,N,5,"0,362",79,35,28,4,0,529,0
b2181,N,0,"0,423",12,11,2,5,2,114,1
b2182,N,1,"0,479",45,32,17,4,9,396,1
b2183,N,0,"0,533",22,7,16,2,2,231,1
b2184,N,0,"0,504",62,16,30,12,6,586,0
b2185,Y,0,"0,819",5,2,2,0,0,94,0
b2186,N,0,"0,521",45,20,19,2,2,335,1
b2188,N,0,"0,478",72,42,41,0,15,586,0
b2190,N,3,"0,424",56,59,77,0,10,836,1
b2192,N,10,"0,433",32,17,18,1,7,338,1
b2193,N,3,"0,473",30,14,7,0,0,215,0
b2194,N,0,"0,508",38,19,14,2,5,350,1
b2195,N,0,"0,517",26,6,5,2,6,185,1
b2196,N,1,"0,533",98,42,33,4,25,647,1
b2197,Y,0,"0,565",16,7,6,1,1,159,1
b2199,N,0,"0,507",31,13,10,1,17,245,1
b2200,N,0,"0,392",51,10,11,0,5,220,1
b2201,N,0,"0,359",31,8,18,2,5,205,1
b2202,N,0,"0,54",11,8,11,8,5,200,1
b2203,N,0,"0,562",7,11,11,5,2,156,1
b2204,N,0,"0,463",40,20,17,13,11,287,1
b2205,N,0,"0,508",23,11,10,16,1,231,1
b2206,N,1,"0,705",64,35,41,12,20,828,1
b2207,N,0,"0,568",6,9,5,2,1,87,1
b2208,N,0,"0,471",10,14,7,16,3,164,1
b2209,N,0,"0,53",15,7,10,2,3,162,0
b2210,N,0,"0,543",51,40,30,0,10,548,1
b2211,N,0,"0,481",92,27,32,0,12,547,1
b2212,N,0,"0,442",23,9,9,4,4,216,1
b2213,N,0,"0,428",34,18,21,12,5,354,1
b2214,N,0,"0,566",32,25,23,1,6,351,1
b2215,N,4,"0,854",27,17,24,0,4,367,1
b2216,N,0,"0,439",118,60,60,4,10,890,0
b2217,N,0,"0,543",29,18,9,0,1,216,0
b2218,N,5,"0,429",112,69,43,14,10,933,1
b2219,N,1,"0,411",72,34,40,1,5,608,0
b2220,N,8,"0,412",53,22,22,5,4,461,0
b2221,N,0,"0,43",27,7,22,2,1,220,0
b2222,N,0,"0,443",22,5,12,5,2,216,0
b2223,N,0,"0,458",50,25,24,3,9,440,0
b2224,N,4,"0,452",39,22,19,5,0,394,0
b2225,N,0,"0,429",19,22,17,0,4,258,1
b2226,N,0,"0,384",65,34,52,8,16,549,1
b2229,N,0,"0,401",22,11,11,4,8,216,1
b2230,N,0,"0,434",73,45,27,2,13,578,1
b2231,Y,1,"0,696",77,34,47,4,3,875,1
b2232,Y,0,"0,537",22,8,11,3,4,240,0
b2233,N,0,"0,449",94,111,110,4,16,1250,1
b2234,Y,1,"0,691",75,49,39,11,5,761,0
b2235,Y,0,"0,669",37,26,20,5,7,376,0
b2236,N,0,"0,541",9,3,4,7,1,84,0
b2237,N,0,"0,512",12,8,5,3,6,216,1
b2239,N,0,"0,506",29,12,19,1,4,358,1
b2240,N,2,"0,558",49,20,15,7,15,452,1
b2241,N,0,"0,567",54,26,36,14,6,542,0
b2242,N,0,"0,428",59,23,18,10,9,419,0
b2243,N,0,"0,555",41,19,30,18,5,396,0
b2244,Y,3,"0,391",36,15,23,4,3,299,0
b2245,N,1,"0,433",26,16,10,2,4,267,1
b2246,Y,0,"0,424",63,20,35,1,11,442,1
b2247,N,0,"0,543",32,23,23,10,8,405,1
b2248,N,3,"0,359",36,21,15,6,5,260,1
b2249,N,0,"0,476",53,27,24,5,6,400,1
b2250,N,0,"0,49",18,14,8,0,2,187,1
b2251,N,0,"0,408",15,3,8,3,3,141,0
b2254,N,1,"0,459",32,21,17,4,2,322,0
b2255,N,0,"0,502",63,36,27,11,10,660,0
b2256,N,0,"0,468",29,12,14,5,11,296,0
b2257,N,0,"0,413",73,28,28,7,28,550,0
b2258,N,0,"0,374",37,17,12,8,8,222,0
b2259,N,0,"0,398",10,8,3,5,2,98,1
b2260,Y,0,"0,433",60,23,21,7,17,451,1
b2265,N,1,"0,415",48,17,19,6,9,356,1
b2266,N,0,"0,48",12,7,3,0,1,101,1
b2267,Y,0,"0,423",16,7,5,3,3,153,1
b2268,N,0,"0,438",39,14,21,6,2,311,0
b2269,N,0,"0,287",47,34,20,7,3,403,0
b2270,N,0,"0,389",51,40,24,1,7,575,1
b2271,N,0,"0,346",28,24,14,0,3,325,0
b2272,N,0,"0,318",24,11,8,0,2,167,0
b2274,N,0,"0,335",10,10,8,4,7,158,0
b2275,N,0,"0,335",27,13,13,8,7,283,0
b2276,N,0,"0,649",75,34,12,1,7,425,1
b2277,N,2,"0,596",76,31,26,3,17,509,1
b2278,N,5,"0,647",99,33,33,3,16,613,1
b2280,N,0,"0,595",25,9,6,1,2,184,1
b2281,N,0,"0,625",15,5,8,9,2,180,1
b2282,N,0,"0,632",41,19,12,3,10,325,1
b2283,N,0,"0,679",70,48,43,16,12,910,1
b2284,N,0,"0,634",48,19,23,9,10,445,1
b2286,N,2,"0,657",57,25,37,4,12,600,1
b2287,N,0,"0,599",14,10,9,5,4,220,1
b2288,N,0,"0,561",15,13,5,2,5,147,1
b2289,N,0,"0,412",43,23,14,4,3,312,1
b2291,N,0,"0,486",25,13,5,2,1,199,0
b2292,N,0,"0,443",78,38,26,6,6,610,1
b2293,N,0,"0,447",24,9,11,3,3,222,1
b2294,N,0,"0,474",13,6,11,2,3,170,1
b2295,N,0,"0,383",20,7,8,1,5,151,1
b2296,Y,1,"0,764",42,25,21,6,1,400,0
b2297,N,1,"0,788",65,50,51,6,3,714,0
b2298,N,0,"0,481",52,29,34,3,10,513,0
b2299,N,0,"0,492",14,7,10,5,4,180,1
b2300,N,0,"0,462",23,9,4,1,2,184,1
b2301,N,0,"0,429",26,14,9,1,7,214,1
b2302,N,0,"0,382",26,10,9,1,7,215,0
b2303,N,0,"0,527",10,5,8,0,2,120,0
b2304,Y,0,"0,433",39,13,14,4,7,297,0
b2305,N,3,"0,345",38,15,14,3,2,296,1
b2306,N,15,"0,457",30,17,9,1,1,257,1
b2307,N,0,"0,49",33,14,19,3,5,238,1
b2308,N,1,"0,478",30,11,15,1,2,228,1
b2309,N,4,"0,566",23,17,14,2,1,260,1
b2310,N,5,"0,533",24,22,13,2,2,260,1
b2311,Y,0,"0,453",25,13,13,2,1,189,1
b2312,N,0,"0,626",38,23,20,7,1,505,1
b2313,Y,0,"0,45",18,17,7,3,4,162,1
b2314,N,0,"0,52",17,7,10,0,0,211,1
b2317,N,0,"0,483",29,7,9,1,2,219,1
b2318,N,0,"0,467",20,10,14,3,5,270,1
b2320,N,0,"0,475",50,16,19,6,3,378,1
b2321,N,0,"0,359",54,25,19,0,5,331,0
b2322,N,1,"0,437",56,22,22,3,9,392,1
b2323,Y,1,"0,767",27,32,23,6,2,406,1
b2324,N,0,"0,406",79,37,33,15,15,688,0
b2325,N,0,"0,551",11,9,4,0,1,92,1
b2326,N,0,"0,496",11,6,6,5,4,182,1
b2327,N,0,"0,413",42,17,9,4,2,269,1
b2328,N,0,"0,451",30,20,15,6,6,274,1
b2329,N,0,"0,578",26,18,21,4,2,361,1
b2330,N,0,"0,563",45,28,15,8,6,421,1
b2331,N,0,"0,455",22,6,7,3,2,183,0
b2332,N,0,"0,347",20,30,19,8,7,278,1
b2333,N,0,"0,399",18,14,14,2,1,179,1
b2334,N,0,"0,416",14,10,20,3,2,162,1
b2335,N,0,"0,35",16,15,11,4,1,170,1
b2336,N,5,"0,497",25,23,16,3,3,250,1
b2337,N,0,"0,517",22,22,19,2,2,298,1
b2339,N,0,"0,676",9,11,26,2,1,187,1
b2341,N,1,"0,45",68,32,37,9,2,714,1
b2342,N,4,"0,472",46,25,28,2,3,436,1
b2343,N,0,"0,65",6,9,10,7,0,102,1
b2344,N,0,"0,579",31,39,32,0,12,448,0
b2345,N,0,"0,353",21,25,14,3,2,352,0
b2346,N,0,"0,53",26,13,13,1,4,251,1
b2347,N,0,"0,453",29,14,15,1,8,310,0
b2352,N,0,"0,236",52,45,22,8,1,443,0
b2353,N,0,"0,413",11,7,12,1,3,114,0
b2354,N,1,"0,436",11,8,6,0,5,146,1
b2359,N,0,"0,48",16,9,10,2,0,148,0
b2360,N,0,"0,593",24,16,16,2,2,274,0
b2361,N,0,"0,438",17,10,5,4,1,187,0
b2364,N,2,"0,361",38,24,19,5,8,311,1
b2365,N,6,"0,389",69,25,30,6,4,445,0
b2369,N,0,"0,402",17,14,7,3,0,204,0
b2370,N,4,"0,329",140,90,75,12,14,1197,0
b2373,N,4,"0,433",50,32,32,4,4,564,1
b2374,N,1,"0,482",35,19,25,7,7,416,1
b2375,Y,0,"0,497",19,10,11,0,2,211,1
b2376,N,0,"0,261",10,9,8,1,0,91,0
b2378,N,2,"0,442",32,17,15,4,11,328,0
b2379,N,1,"0,582",29,20,16,4,5,412,1
b2380,N,1,"0,484",62,30,26,11,6,565,0
b2381,N,1,"0,531",22,13,13,3,4,244,0
b2382,N,1,"0,441",40,20,9,5,4,285,0
b2383,N,2,"0,538",104,60,39,12,8,831,1
b2384,N,2,"0,479",37,19,20,6,3,345,1
b2385,N,1,"0,483",37,20,23,3,5,361,1
b2386,N,2,"0,568",45,29,24,0,10,415,1
b2387,Y,0,"0,719",6,4,6,2,0,108,1
b2388,N,0,"0,496",33,15,12,6,3,321,1
b2389,N,0,"0,344",64,20,17,4,7,418,0
b2392,N,0,"0,456",60,24,23,0,8,412,1
b2393,N,2,"0,687",51,37,11,1,3,400,0
b2394,N,2,"0,298",47,21,19,5,8,372,0
b2395,N,4,"0,377",123,46,40,17,17,768,1
b2398,N,0,"0,36",14,5,8,0,2,119,0
b2399,N,0,"0,388",9,2,8,2,2,130,0
b2400,Y,0,"0,706",38,19,23,7,8,471,1
b2405,N,2,"0,326",35,13,15,1,4,294,1
b2406,N,2,"0,464",47,34,19,4,9,418,1
b2407,N,0,"0,499",27,15,13,6,0,277,1
b2408,N,0,"0,532",16,14,20,0,9,254,0
b2409,N,2,"0,408",39,21,11,3,3,308,1
b2410,N,0,"0,502",46,24,14,6,9,332,0
b2411,Y,0,"0,573",68,30,35,8,4,671,1
b2412,Y,0,"0,529",19,16,6,0,1,328,1
b2413,N,0,"0,422",33,11,14,3,14,253,0
b2414,N,1,"0,563",32,19,22,1,2,323,0
b2415,N,0,"0,728",8,6,10,0,0,85,0
b2416,N,1,"0,618",58,26,29,4,2,575,0
b2417,N,0,"0,737",12,10,11,0,0,169,0
b2418,N,1,"0,436",37,20,16,2,3,283,1
b2419,N,0,"0,384",13,6,9,2,0,124,0
